point_id	dataset	recall_tag	method	plot_recall_raw	plot_recall_2dp	plot_qps	plot_cycle	ef	lbq	source_queue	config_status	portable_config_ref	portable_config_sha256	source_yaml_ref	source_yaml_sha256	source_stats_ref	source_stats_sha256	source_recall	source_cycle	source_qps_2p4ghz	recall_delta_plot_minus_source	cycle_delta_plot_minus_source	note
deep1b.r10.mfnns.ef0030.lbq0015	deep1b	r10	mfnns	0.832000	0.83	677684.690256	354147	30	15	15	verified_original_yaml_stats	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0030_lbq0015.yaml	bf68f491d6eb51bd731a98a3fbd0078412afd8509bf7c0511003f8dbf811188e	MFANNS/simulator/memory/20260613/003_recall10_deep1b_mfnns_lowef_lbq_requested/yamls/deep1b_r10_mfnns_requested_ef0030_q0015.yaml	5739f253eb23f1a2493014222c12671a01ad11322282cda0844e55046d746a37	MFANNS/simulator/memory/20260613/003_recall10_deep1b_mfnns_lowef_lbq_requested/logs/deep1b_r10_mfnns_requested_ef0030_q0015_stats.yml	cff0e552b1036594b9f73d242a286b612aab5fc817541d601ea7b72461c33f85	0.832	354147	677684.690256	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r10.mfnns.ef0035.lbq0020	deep1b	r10	mfnns	0.860000	0.86	560228.012801	428397	35	20	20	verified_original_yaml_stats	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0035_lbq0020.yaml	d84ae52493a2436eb152a1be7c3422109cb050238174e24ab9d81e007f0c5d0e	MFANNS/simulator/memory/20260614/001_deep1b_r10_requested_ansmet_mfnns_points/yamls/deep1b_r10_mfnns_requested_ef0035_q0020.yaml	0b3d9960851afbcedda37067197ffe0d7f7a2db1f843e72bb59f43026f6ac965	MFANNS/simulator/memory/20260614/001_deep1b_r10_requested_ansmet_mfnns_points/logs/deep1b_r10_mfnns_requested_ef0035_q0020_stats.yml	a7fd4e3f56396dfc8c0c54eb01ffeeb74e3d81b496884fe1894b709fbb149f2b	0.858	428397	560228.012801	0.002	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r10.mfnns.ef0040.lbq0040	deep1b	r10	mfnns	0.880000	0.88	439080.346215	546597	40	40	41	reconstructed_from_same_panel_template	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0040_lbq0040.yaml	e4ebd685610957db36ad1f2f92d44fb747f15a89c28523ee4b16b34e3e98b8b7	MFANNS/simulator/memory/20260605/002_deep1b_t2i1b_k10_recall75_99_ansmet_mfnns/yamls_round4_curve_fill/deep1b_mfnns_k10_curvefill_ef0040_q0041.yaml	c45339365fde1716a7180ad8283c1c303858a1a27b979b4e8809df506200801f	MFANNS/simulator/memory/20260605/002_deep1b_t2i1b_k10_recall75_99_ansmet_mfnns/logs_round4_curve_fill/deep1b_mfnns_k10_curvefill_ef0040_q0041_stats.yml	b46e894a97a699d4a7d3d76523fc7a1eb86d7f58dbb6894df008c3ad930c4ed3	0.875	546597	439080.346215	0.005	0	No original same-parameter YAML was found; ef/LBQueue are reconstructed from the nearest same-panel template.
deep1b.r10.mfnns.ef0060.lbq0060	deep1b	r10	mfnns	0.920000	0.92	273061.773400	878922	60	60	61	reconstructed_from_same_panel_template	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0060_lbq0060.yaml	ff801e80b967a869f96d161462199b36e2c190694ee09ac30af1b9297f3ef147	MFANNS/simulator/memory/20260605/002_deep1b_t2i1b_k10_recall75_99_ansmet_mfnns/yamls_round4_curve_fill/deep1b_mfnns_k10_curvefill_ef0060_q0061.yaml	85bcf2a4be8d423914e93860c03b6ea3e2931f97bc8b4f8b5b64929bae590551	MFANNS/simulator/memory/20260605/002_deep1b_t2i1b_k10_recall75_99_ansmet_mfnns/logs_round4_curve_fill/deep1b_mfnns_k10_curvefill_ef0060_q0061_stats.yml	988ba5e46cb45f298d49eedac29a72f7b4cccf6423c1430eec0c03fa2112f578	0.914	878922	273061.773400	0.006	0	No original same-parameter YAML was found; ef/LBQueue are reconstructed from the nearest same-panel template.
deep1b.r10.mfnns.ef0080.lbq0040	deep1b	r10	mfnns	0.930000	0.93	206292.434999	1163397	80	40	40	verified_original_yaml_stats	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0080_lbq0040.yaml	5a1a7b6ffc47fdcd88d42c099ff448629e531797fba491b98580e5b6c3175b53	MFANNS/simulator/memory/20260614/005_deep1b_r10_mfnns_half_lbq_requested/yamls/deep1b_r10_mfnns_halflbq_ef0080_q0040.yaml	766e3557840752a9c97ef9d4be950d9a7aa3b1029a2d2290c1009416e0c82571	MFANNS/simulator/memory/20260614/005_deep1b_r10_mfnns_half_lbq_requested/logs/deep1b_r10_mfnns_halflbq_ef0080_q0040_stats.yml	3aab395cc342dd619b32ee1481139e2a8f56c585ae75cb67815dee7254ed89bc	0.924	1163397	206292.434999	0.006	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r10.mfnns.ef0100.lbq0120	deep1b	r10	mfnns	0.950000	0.95	118848.830230	2019372	100	120	120	original_yaml_cycle_mismatch	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0100_lbq0120.yaml	d3915bab98c06aaa024b5c49d1b681927758d5adb7f02bcecc6b57ec67e15e8b	MFANNS/simulator/memory/20260616/001_deep1b_r10_requested_mfnns100q120/yamls/deep1b_r10_mfnns_requested_ef0100_q0120.yaml	184efb4c76ee2e8fd686c17867d4f8986f5e64fea457139a1195f866f657f7c1	MFANNS/simulator/memory/20260616/001_deep1b_r10_requested_mfnns100q120/logs/deep1b_r10_mfnns_requested_ef0100_q0120_stats.yml	d3e183d2e1ad50c4531418dca934401feb2b24f20ba5d0c4d5111886400fee2d	0.948	1837047	130644.452755	0.002	182325	Original same-parameter YAML exists, but its recorded cycle does not match the frozen plot row.
deep1b.r10.mfnns.ef0120.lbq0180	deep1b	r10	mfnns	0.960000	0.96	96478.649878	2487597	120	180	180	verified_original_yaml_stats	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0120_lbq0180.yaml	dbbf74801808bb7fdb41832dbf34309866ad871b266f68d40e7ec5fe91262390	MFANNS/simulator/memory/20260616/001_deep1b_r10_requested_mfnns_120q80_120q180_160q220_200q280/yamls/deep1b_r10_mfnns_requested_ef0120_q0180.yaml	8cf419cb28d9d27ce9bd2438a66e9b82c5e6498dbfb8bb34bf3d1977eaf1bb23	MFANNS/simulator/memory/20260616/001_deep1b_r10_requested_mfnns_120q80_120q180_160q220_200q280/logs/deep1b_r10_mfnns_requested_ef0120_q0180_stats.yml	ea0194a5377c769ef51979b7cd0af01ce27e7970ec8ed3f639868621aef0f864	0.957	2487597	96478.649878	0.003	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r10.mfnns.ef0200.lbq0200	deep1b	r10	mfnns	0.973000	0.97	52304.708928	4588497	200	200	200	verified_original_yaml_stats	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0200_lbq0200.yaml	321b54ce71860638a14e7e9417661cfd754f5e764ea0cf453fc0aa09041fd733	MFANNS/simulator/memory/20260614/007_deep1b_r10_requested_ansmet250_mfnns18_200/yamls/deep1b_r10_mfnns_requested_ef0200_q0200.yaml	75df20e13fd1bc1e907d55ac2e7df4cc36e9ca418875e0bfdca66423fa65e003	MFANNS/simulator/memory/20260614/007_deep1b_r10_requested_ansmet250_mfnns18_200/logs/deep1b_r10_mfnns_requested_ef0200_q0200_stats.yml	d0bcf75890c75cb608c72078c0a9c385f329f5f7aca8aa9e8daa8d78213a8313	0.973	4588497	52304.708928	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r10.mfnns.ef0250.lbq0350	deep1b	r10	mfnns	0.984000	0.98	35712.308783	6720372	250	350	350	verified_original_yaml_stats	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0250_lbq0350.yaml	caa24380597eb8bf6e41677f489b570308ef27c4064f94c3196ceb188114c37a	MFANNS/simulator/memory/20260614/011_deep1b_r10_requested_mfnns250q350_300q420/yamls/deep1b_r10_mfnns_requested_ef0250_q0350.yaml	78d343828c217d87129faf2029b5b9cd4b28c95cf7d58c7c357a38ff939d33d4	MFANNS/simulator/memory/20260614/011_deep1b_r10_requested_mfnns250q350_300q420/logs/deep1b_r10_mfnns_requested_ef0250_q0350_stats.yml	33879ab7bdc397fc20cd00f194f20b8e0d96324589172a6be9d895235a2d1970	0.984	6720372	35712.308783	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
deep1b.r10.mfnns.ef0300.lbq0420	deep1b	r10	mfnns	0.986000	0.99	28306.319669	8478672	300	420	420	verified_original_yaml_stats	ae/figure18/configs/deep1b/r10/mfnns/mfnns_ef0300_lbq0420.yaml	9bf02aaa29c7738ca4303ea44cbcdf009e6da57c444c17129da6d853defaee65	MFANNS/simulator/memory/20260614/011_deep1b_r10_requested_mfnns250q350_300q420/yamls/deep1b_r10_mfnns_requested_ef0300_q0420.yaml	86431a588f6b7ded56d35b072ad3961733c011a5efee4ed08ebf1b49729f83d7	MFANNS/simulator/memory/20260614/011_deep1b_r10_requested_mfnns250q350_300q420/logs/deep1b_r10_mfnns_requested_ef0300_q0420_stats.yml	222d268a0747e17d2d1cde4ee94fa131450cb28623279c257df984a1fc9b7156	0.986	8478672	28306.319669	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0040.queue0100	t2i1b	r100	ansmet	0.617000	0.62	128159.122366	1872672	40		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0040_queue0100.yaml	ac258cb458f702075c77c7f2e8d5183f8f05f1aedfd2a2815c1317400ea459c7	MFANNS/simulator/memory/20260614/015_t2i1b_ansmet_r100_lowef_r10_50_135/yamls/t2i1b_r100_ansmet_requested_ef0040_q0100.yaml	0c68178deca4049925f879ee4c40fc9ccf140867f35079b2099f06d968cdb687	MFANNS/simulator/memory/20260614/015_t2i1b_ansmet_r100_lowef_r10_50_135/logs/t2i1b_r100_ansmet_requested_ef0040_q0100_stats.yml	516a73f2ab1d8174ba0cf8f3c04db00dcc25868cfde15fbad3c9501088639f78	0.6174	1872672	128159.122366	-0.0004	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0060.queue0100	t2i1b	r100	ansmet	0.710000	0.71	90559.305591	2650197	60		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0060_queue0100.yaml	b34e04f9cd48a0730ea4e5bc3403d16de4900e90ea61658bc46c69a5479f2261	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef0060_q0100.yaml	f1d16ae4280a362ea34967230acbb5a97d5f8ba3f986834c33affb35adbd3112	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef0060_q0100_stats.yml	2471728b2f1cd122351fb77111ff5fb0f8b6afdc40983076d22cedce15183985	0.7103	2650197	90559.305591	-0.0003	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0080.queue0100	t2i1b	r100	ansmet	0.760000	0.76	68027.268731	3527997	80		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0080_queue0100.yaml	5c0775cd610dab6294b9ae3b1effec175b8baf25150fc24cd8aa5e7c457c64c8	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef0080_q0100.yaml	2a020dd668ff02376cfeeb3fe1a539c2dda1c3011ce12ffc94f1bcbf8ecf719e	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef0080_q0100_stats.yml	64b945479fb3a25ce4708204141edb8b17356fb03fd251c33edd902f2b0d841f	0.7617	3527997	68027.268731	-0.0017	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0120.queue0100	t2i1b	r100	ansmet	0.800000	0.80	43239.760690	5550447	120		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0120_queue0100.yaml	eec53387adec13f7a55ab932ce839852ea57087adeca67a9657d5573d0c504e7	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef0120_q0100.yaml	344870353c11b81cab69f6fb244dc248ca2b752be034cc41720020c52032e84e	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef0120_q0100_stats.yml	3a7d26a1a220a5eeff86afd9703fe4bd53332f6978b1e51b35796dd6ac220f40	0.8084	5550447	43239.760690	-0.0084	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0150.queue0100	t2i1b	r100	ansmet	0.840000	0.84	32026.274355	7493847	150		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0150_queue0100.yaml	e5def18bea886b1fd7286b4df0f871c468273947651f8daa746ebff8f8942213	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef0150_q0100.yaml	544d0d3c707decf7dfb74c483334052578dd6fd00db6afb2ed53a595b49f4ffb	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef0150_q0100_stats.yml	ab3eff297b857ae5b3eac8bba5e6017452ef0e25439cfd937c21a1503ca84537	0.84	7493847	32026.274355	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0180.queue0100	t2i1b	r100	ansmet	0.870000	0.87	25134.911638	9548472	180		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0180_queue0100.yaml	a24e56bb6c92168f4c45ee7b98dcda029db6f09f3464b86d7ff52b8393014083	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef0180_q0100.yaml	f47086850a8f4783e7ee1ee568714071ebdca93b4f9b42e3d793482c0929e359	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef0180_q0100_stats.yml	f47aef6b281cff595548a0a6b5ef223d7735727de9fcfbea88359a20a3059cfb	0.87	9548472	25134.911638	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0250.queue0100	t2i1b	r100	ansmet	0.890000	0.89	16462.602421	14578497	250		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0250_queue0100.yaml	c39e85b6adf5fe8f63ed0cc94b550451c4254e176ac8561a440df3aaa314c4b1	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef0250_q0100.yaml	f0be80cdedef47dc9691affe6dac539ebf30042e90c23cf2ff714aee2033e34e	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef0250_q0100_stats.yml	2fb63628988347d6ec575c5124b4ca2f28ab216ad295e3dff8dcec3af6e388e2	0.8899	14578497	16462.602421	0.0001	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0350.queue0100	t2i1b	r100	ansmet	0.920000	0.92	11123.046758	21576822	350		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0350_queue0100.yaml	74ac33433cf351d6f285e0023e0e5ab3cb08dac05d4c868e3139c38aa5e8a8f2	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef0350_q0100.yaml	46992de915f5584cc0717d270a95bed29f46dbf8f702a28628826e2f875941c8	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef0350_q0100_stats.yml	146cb243063b7714db64e7ae0074515a82125e61b28f3b7f649d8faece2c9773	0.9238	21576822	11123.046758	-0.0038	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0500.queue0100	t2i1b	r100	ansmet	0.940000	0.94	7277.524485	32978247	500		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0500_queue0100.yaml	5925e11475b2bd7a20b737e0e627b165eabf7714996113a588325bf75108630b	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef0500_q0100.yaml	d2917b61b9c36490889c4a6cdd5804ae8d6802535d14330cebde48cf621e0a9e	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef0500_q0100_stats.yml	d0e70550bd89385258a64e2bec10f54af84159a30185669bccb9b1769c342955	0.9441	32978247	7277.524485	-0.0041	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef0800.queue0100	t2i1b	r100	ansmet	0.958600	0.96	4280.885141	56063172	800		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef0800_queue0100.yaml	4bf1c1971927e524fcebb8d441a6a9b30ddf29bacdd712d6f788e1dfde0158c6	MFANNS/simulator/memory/20260610/002_t2i1b_recall100_direct_gtcheck_scale/yamls/t2i1b_r100_ansmet_ef0800_q0100.yaml	bd12a09beec97b87d66c98496bc946d2a1d2c439311f0661b7e05ea76f14bf12	MFANNS/simulator/memory/20260610/002_t2i1b_recall100_direct_gtcheck_scale/logs/t2i1b_r100_ansmet_ef0800_q0100_stats.yml	c8927d27518c117e53ae1d01f034d5b46f40cf4c7a33094ada8fbbd5e0460da0	0.9586	56063172	4280.885141	0	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.ansmet.ef1000.queue0100	t2i1b	r100	ansmet	0.970000	0.97	3355.824489	71517447	1000		100	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/ansmet/ansmet_ef1000_queue0100.yaml	fc74cf5b2be4578258995e11c673b0e450725ea44ab98086f2af3e0f2c0de05b	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_ansmet_ef1000_q0100.yaml	d749d068cecdc59f4bc17868f224b2b5b6337a325dbcd5a55020f8d7cfaff43f	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_ansmet_ef1000_q0100_stats.yml	122f733d40bc8c000b5b8bbd77948b2039e906aa02a3c720784621ce4130668a	0.9629	71517447	3355.824489	0.0071	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0040.lbq0300	t2i1b	r100	mfnns	0.594000	0.59	207550.155792	1156347	40	300	300	reconstructed_from_same_panel_template	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0040_lbq0300.yaml	85424a7f35c96b0a60cb8c5cde6bf9e285b73d0f2ec2aa88a8dd4cd2c6f8d565	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_mfnns_ef0060_q0300.yaml	2f51b501245dfc9bd6f03ded0f6b43100ed783aa9fb43a1d85d60f77fdcf98bc	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_mfnns_ef0060_q0300_stats.yml	a802f8f608bf589001960b72d27f216eaaa9316c3e5679289056a341368c2723	0.6733	1731822	138582.371629	-0.0793	-575475	No original same-parameter YAML was found; ef/LBQueue are reconstructed from the nearest same-panel template.
t2i1b.r100.mfnns.ef0060.lbq0400	t2i1b	r100	mfnns	0.710000	0.71	126039.034289	1904172	60	400	400	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0060_lbq0400.yaml	5ea2ce266218000739cefba8d67b1efecf790377f8e49346d9ef6e5e5cf55e1d	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/yamls/t2i1b_r100_mfnns_aligned_ef0060_q0400.yaml	2aa7785461617d9aa7a12f3d3c8e988dc0c4038d760b3b847be0e3fcc4f61d9f	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/logs/t2i1b_r100_mfnns_aligned_ef0060_q0400_stats.yml	7ee99cb7a4ae6fad8d8dfde60623ae6b59ecaeca91707ca0e5ff60be175091f9	0.706	1904172	126039.034289	0.004	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0080.lbq0400	t2i1b	r100	mfnns	0.750000	0.75	90016.698097	2666172	80	400	400	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0080_lbq0400.yaml	307d59b767770c3f5670054f9605f4864dc226965beef22b375c899854be5114	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_mfnns_ef0080_q0400.yaml	82a4364fc2245725ea6126565ebe600bd7d1673afd30d2b311432c4c36d678da	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_mfnns_ef0080_q0400_stats.yml	c23a1e5c5f23a0b15b7c2ce0c66b0bce9faf4aef5008e5f789aa336bcede41a9	0.7491	2666172	90016.698097	0.0009	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0100.lbq0600	t2i1b	r100	mfnns	0.790000	0.79	62869.917426	3817406	100	600	600	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0100_lbq0600.yaml	507c58e1eb60997ed0fa929e8aee5378df5495493be02e1302a86bf252d9d570	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_mfnns_ef0100_q0600.yaml	5c9eb0cd838ed8e8cf095c4b71383c3c1bd55c79d6f2ce183866736a0e77363c	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_mfnns_ef0100_q0600_stats.yml	dc43f17c898bfb1cd833421f916f09186d718eec2510efc2f3c0fa25d579688c	0.7846	3817406	62869.917426	0.0054	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0130.lbq0700	t2i1b	r100	mfnns	0.820000	0.82	45726.069976	5248647	130	700	800	reconstructed_from_same_panel_template	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0130_lbq0700.yaml	d4181717fa7168f2841aefc323bcfe90393166b67e2e8352ce16fd6957d871c4	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/yamls/t2i1b_r100_mfnns_aligned_ef0120_q0800.yaml	d342aeff5dec1232ce00b96c6a7132b1b93adf6ef72d254053637f35511cca7d	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/logs/t2i1b_r100_mfnns_aligned_ef0120_q0800_stats.yml	80af9d378f50a088ef8269db1f5f3b7cf5809458a964ffb328b5de34f65d832e	0.8078	4978197	48210.225509	0.0122	270450	No original same-parameter YAML was found; ef/LBQueue are reconstructed from the nearest same-panel template.
t2i1b.r100.mfnns.ef0150.lbq0800	t2i1b	r100	mfnns	0.840000	0.84	38382.669457	6252822	150	800	800	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0150_lbq0800.yaml	e70db58cbd6954d759cdbab36eb652f975575d8cc0ccfd72cddb8a7ac0d96ab3	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_mfnns_ef0150_q0800.yaml	6559f07e4efe33ddd6aef91616826baab09ad18bb4d4e4dc0ed8e42ec645dcdf	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_mfnns_ef0150_q0800_stats.yml	04ff1e091a1952e24f89ea46f431c650897ca76a10cc62d06e331ec06cbd5af7	0.838	6252822	38382.669457	0.002	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0200.lbq0800	t2i1b	r100	mfnns	0.860000	0.86	28762.762577	8344122	200	800	800	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0200_lbq0800.yaml	edf1c6876e3f662e95ffb6d14441199ffc65253d09b0ad2d6468a28b64d34847	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_mfnns_ef0200_q0800.yaml	923bd6726775515b27e94ebc5b8ac2d053d3eeedfc07350f1032892afe12c4a4	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_mfnns_ef0200_q0800_stats.yml	b5091d8b110264b4613dc9f78722daf38c9896f455ad81997c68525f60cfc60e	0.8618	8344122	28762.762577	-0.0018	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0250.lbq0800	t2i1b	r100	mfnns	0.880000	0.88	23157.368211	10363872	250	800	800	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0250_lbq0800.yaml	dfbf6b188a6e388c6009093d4368960c4bba558095d0bf9c18215c853fc68684	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/yamls/t2i1b_r100_mfnns_ef0250_q0800.yaml	883b62643902244129dc41a8083b35f76d256f898fc489aaad6c546d02223d7d	MFANNS/simulator/memory/20260611/024_recall100_detailed_direct_pareto_grid/logs/t2i1b_r100_mfnns_ef0250_q0800_stats.yml	1e2564096335a5f5427ebadd98b72640a8b2ee5b29da1fb79ef332779b08f316	0.8781	10363872	23157.368211	0.0019	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
t2i1b.r100.mfnns.ef0350.lbq1000	t2i1b	r100	mfnns	0.900000	0.90	16388.324630	14644572	350	1000	1000	verified_original_yaml_stats	ae/figure18/configs/t2i1b/r100/mfnns/mfnns_ef0350_lbq1000.yaml	d846806c6eb8dc85e01b94a64d77ca06c0245da6101bf2df43bf331794086694	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/yamls/t2i1b_r100_mfnns_aligned_ef0350_q1000.yaml	d779a044c9751b515fe4943d31cce4d3c957353f6762a3fa03bb5e2874aa91f0	MFANNS/simulator/memory/20260613/001_recall100_ansmet_ef_aligned_mfnns_lbq_fill/logs/t2i1b_r100_mfnns_aligned_ef0350_q1000_stats.yml	b7f60d20b61a9ffb323d2a55550aedba02015f3052e444e12b16cb512af8172b	0.8977	14644572	16388.324630	0.0023	0	Original YAML and stats match dataset/method/k/ef/lbq/cycle.
